Provider CCN,Hospital Name,Fiscal Year Begin Date,Fiscal Year End Date,Number of Beds
510048,LOGAN REGIONAL MEDICAL CENTER,2022-10-01,2023-09-30,132
50146,CITY OF HOPE NATIONAL MEDICAL CTR,2022-10-01,2023-09-30,234
50624,HENRY MAYO NEWHALL MEMORIAL HOSPITAL,2022-10-01,2023-09-30,315
54145,SHARP MESA VISTA HOSPITAL,2022-10-01,2023-09-30,159
70003,DAY KIMBALL HOSPITAL,2022-10-01,2023-09-30,104
190086,NORTH LOUISIANA MEDICAL CENTER,2022-10-01,2023-09-30,122
200063,PENOBSCOT BAY MEDICAL CENTER,2022-10-01,2023-09-30,81
220163,UMASS MEMORIAL MEDICAL CENTER,2022-10-01,2023-09-30,692
240052,LAKE REGION HEALTHCARE,2022-10-01,2023-09-30,80
471306,SPRINGFIELD HOSPITAL,2022-10-01,2023-09-30,25
521320,TOMAH MEMORIAL HOSPITAL,2022-10-01,2023-09-30,25
521338,PRAIRIE RIDGE HEALTH  INC.,2022-10-01,2023-09-30,25
521351,REEDSBURG AREA MEDICAL CENTER,2022-10-01,2023-09-30,25
521356,OCONTO HOSPITAL & MEDICAL CENTER,2022-10-01,2023-09-30,10
31317,LA PAZ REGIONAL HOSPITAL,2022-10-01,2023-09-30,25
53300,VALLEY CHILDRENS HOSPITAL,2022-10-01,2023-09-30,358
140113,OSF HEART OF MARY MEDICAL CENTER,2022-10-01,2023-09-30,97
201300,BLUE HILL MEMORIAL HOSPITAL,2022-10-01,2023-09-30,25
201309,MAYO REGIONAL HOSPITAL,2022-10-01,2023-09-30,25
201313,SEBASTICOOK VALLEY HOSPITAL,2022-10-01,2023-09-30,25
330023,VASSAR BROTHERS MEDICAL CENTER,2022-10-01,2023-09-30,345
490002,RUSSELL COUNTY HOSPITAL,2022-10-01,2023-09-30,47
520071,FORT ATKINSON MEMORIAL HOSPITAL,2022-10-01,2023-09-30,49
14017,EASTPOINTE HOSPITAL,2022-10-01,2023-09-30,82
50002,ST ROSE HOSPITAL,2022-10-01,2023-09-30,153
174023,ST ANTHONYS SENIOR CARE HOSPITAL LLC,2023-01-01,2023-10-30,
180035,ST ELIZABETH HEALTHCARE,2023-01-01,2023-12-31,438
180044,PIKEVILLE MEDICAL CENTER,2022-10-01,2023-09-30,328
180056,DEACONESS HENDERSON HOSPITAL,2022-10-01,2023-09-30,118
180079,HARRISON MEMORIAL HOSPITAL,2022-10-01,2023-09-30,26
181315,FORT LOGAN HOSPITAL,2022-10-01,2023-09-30,25
200008,MERCY HOSPITAL,2022-10-01,2023-09-30,77
200009,MAINE MEDICAL CENTER,2022-10-01,2023-09-30,679
220100,SOUTH SHORE HOSPITAL,2022-10-01,2023-09-30,374
241344,LIFECARE MEDICAL CENTER,2022-10-01,2023-09-30,25
250162,OCHSNER MED CTR - HANCOCK,2022-10-01,2023-09-30,41
360361,KINGS DAUGHTERS MED CENTER OHIO,2022-10-01,2023-09-30,10
370057,MUSCOGEE CREEK NATION MED CENTER,2022-10-01,2023-09-30,50
470011,BRATTLEBORO MEMORIAL HOSPITAL,2022-10-01,2023-09-30,47
470024,NORTHWESTERN MEDICAL CENTER,2022-10-01,2023-09-30,53
673081,REUNION REHABILITATION HOSPITAL ARLI,2023-04-25,2023-07-31,40
40019,FORREST CITY MEDICAL CENTER,2022-10-01,2023-09-30,48
40067,MAGNOLIA REGIONAL HEALTH SYSTEM  INC,2022-10-01,2023-09-30,29
40162,SEVIER COUNTY MEDICAL CENTER,2023-04-10,2023-08-06,15
41310,STONE COUNTY MEDICAL CENTER,2022-10-01,2023-09-30,25
70020,MIDDLESEX HOSPITAL,2022-10-01,2023-09-30,187
70033,DANBURY HOSPITAL,2022-10-01,2023-09-30,338
131313,TETON VALLEY HOSPITAL,2022-10-01,2023-09-30,13
170166,MORTON COUNTY HEALTH SYSTEM,2023-01-01,2023-09-21,26
190044,ACADIA GENERAL HOSPITAL,2022-10-01,2023-09-30,54
193028,BATON ROUGE REHAB HOSPITAL,2022-10-01,2023-09-30,81
240044,WINONA HEALTH SERVICES,2022-10-01,2023-09-30,41
250102,MS BAPTIST MEDICAL CENTER,2022-10-01,2023-09-30,388
251315,BAPTIST MEDICAL CENTER - LEAKE  INC.,2022-10-01,2023-09-30,25
371300,ATOKA COUNTY MEDICAL CENTER,2023-01-01,2023-12-31,25
414003,EMMA P BRADLEY HOSPITAL,2022-10-01,2023-09-30,
451306,KIMBLE HOSPITAL,2022-10-01,2023-09-30,15
451342,MITCHELL COUNTY HOSPITAL,2022-10-01,2023-09-30,25
40050,OUACHITA COUNTY MEDICAL CENTER,2022-10-01,2023-09-30,82
40161,ENCORE MEDICAL CENTER,2022-10-01,2023-09-30,33
41327,BRADLEY COUNTY MEDICAL CENTER,2022-10-01,2023-09-30,25
70002,SAINT FRANCIS HOSPITAL,2022-10-01,2023-09-30,413
100012,LEE MEMORIAL HOSPITAL,2022-10-01,2023-09-30,746
100030,ORLANDO HEALTH-HEALTH CENTRAL HOSPIT,2022-10-01,2023-09-30,273
101313,MARINERS HOSPITAL,2022-10-01,2023-09-30,16
103027,ST JOHNS REHABILITATION HOSPITAL,2022-10-01,2023-09-30,26
140093,OSF SACRED HEART MEDICAL CENTER,2022-10-01,2023-09-30,100
190316,THE GENERAL,2022-10-01,2023-09-30,169
191309,HOOD MEMORIAL HOSPITAL,2022-10-01,2023-09-30,25
194103,SEASIDE HEALTH SYSTEM,2022-10-01,2023-09-30,64
220031,BOSTON MEDICAL CENTER,2022-10-01,2023-09-30,442
250078,FORREST GENERAL HOSPITAL,2022-10-01,2023-09-30,454
251337,TIPPAH COUNTY HOSPITAL,2022-10-01,2023-09-30,25
301308,VALLEY REGIONAL HOSPITAL,2022-10-01,2023-09-30,25
301312,HUGGINS HOSPITAL,2022-10-01,2023-09-30,25
371316,STROUD REGIONAL MEDICAL CENTER,2022-10-01,2023-09-30,25
371318,FAIRFAX COMMUNITY HOSPITAL,2022-10-01,2023-09-30,25
444023,WOODRIDGE OF WEST TENNESSEE  LLC,2023-01-01,2023-12-31,
450039,TCHD D/B/A JPS HEALTH NETWORK,2022-10-01,2023-09-30,446
451363,JACKSON COUNTY HOSPITAL,2022-10-01,2023-09-30,25
451392,HAMILTON GENERAL HOSPITAL,2022-10-01,2023-09-30,25
31305,HOPI HEALTH CENTER,2022-10-01,2023-09-30,6
40020,ST BERNARDS MEDICAL CENTER,2022-10-01,2023-09-30,373
100062,ADVENTHEALTH OCALA,2022-10-01,2023-09-30,351
100128,TAMPA GENERAL HOSPITAL,2022-10-01,2023-09-30,1017
131315,SYRINGA GENERAL HOSPITAL,2022-10-01,2023-09-30,15
174024,ST ANTHONYS SENIOR CARE HOSPITAL LLC,2023-01-01,2023-10-30,
250058,SOUTH CENTRAL REGIONAL MEDICAL CENTR,2022-10-01,2023-09-30,268
250061,YALOBUSHA GENERAL HOSPITAL,2022-10-01,2023-09-30,26
251336,BAPTIST MEDICAL CENTER - ATTALA,2022-10-01,2023-09-30,25
340127,GRANVILLE MEDICAL CENTER,2022-10-01,2023-09-30,42
371314,PHYSICIANS HOSPITAL AT ANADARKO,2022-10-01,2023-09-30,25
400016,AUXILIO MUTUO HOSPITAL,2022-10-01,2023-09-30,488
431383,PHS HOSPITAL - EAGLE BUTTE,2022-10-01,2023-09-30,8
450055,ROLLING PLAINS MEMORIAL HOSPITAL,2022-10-01,2023-09-30,40
450289,HARRIS HEALTH SYSTEM,2022-10-01,2023-09-30,595
451301,REAGAN MEMORIAL HOSPITAL,2022-10-01,2023-09-30,7
453304,TEXAS CHILDRENS HOSPITAL,2022-10-01,2023-09-30,905
453314,TEXAS SCOTTISH RITE HOSPITAL FOR CHI,2022-10-01,2023-09-30,
521304,ST. JOSEPHS HEALTH SERVICES,2023-01-01,2023-09-30,25
21309,KANAKANAK HOSPITAL,2022-10-01,2023-09-30,16
60034,SWEDISH MEDICAL CENTER,2022-10-01,2023-09-30,304
100032,BAYFRONT HEALTH ST. PETERSBURG,2022-10-01,2023-09-30,262
100090,FLAGLER HOSPITAL,2022-10-01,2023-09-30,335
100168,BOCA RATON REGIONAL HOSPITAL,2022-10-01,2023-09-30,361
101305,GEORGE E. WEEMS MEMORIAL HOSPITAL,2022-10-01,2023-09-30,25
190145,LASALLE GENERAL HOSPITAL  INC.,2022-10-01,2023-09-30,30
191317,JACKSON PARISH HOSPITAL,2022-10-01,2023-09-30,25
200033,EASTERN MAINE MEDICAL CENTER,2022-10-01,2023-09-30,313
241358,CASS LAKE INDIAN HOSPITAL,2022-10-01,2023-09-30,
251312,TYLER HOLMES MEMORIAL HOSPITAL,2022-10-01,2023-09-30,25
450024,UNIVERSITY MEDICAL CENTER OF EL PASO,2022-10-01,2023-09-30,296
450108,CONNALLY MEMORIAL MEDICAL CENTER,2022-10-01,2023-09-30,44
450132,MEDICAL CENTER HEALTH SYSTEM,2022-10-01,2023-09-30,330
450148,TEXAS HEALTH CLEBURNE,2022-10-01,2023-09-30,64
450152,ADVENTHEALTH CENTRAL TEXAS,2022-10-01,2023-09-30,208
450475,UT HEALTH EAST TEXAS HENDERSON HOSPI,2022-10-01,2023-09-30,41
450654,STARR COUNTY MEMORIAL HOSPITAL,2022-10-01,2023-09-30,48
451343,ELECTRA MEMORIAL HOSPITAL,2022-10-01,2023-09-30,19
451366,COCHRAN MEMORIAL HOSPITAL,2022-10-01,2023-09-30,18
471305,COPLEY HOSPITAL  INC.,2022-10-01,2023-09-30,25
480001,ROY L SCHNEIDER HOSPITAL,2022-10-01,2023-09-30,149
670322,LEGENT SURGICAL HOSPITAL PLANO,2023-06-08,2023-08-31,
30083,ABRAZO SCOTTSDALE CAMPUS,2022-10-01,2023-09-30,128
100220,GULF COAST MEDICAL CENTER,2022-10-01,2023-09-30,624
101309,HENDRY REGIONAL MEDICAL CENTER,2022-10-01,2023-09-30,25
130002,ST LUKES MAGIC VALLEY REG MED CTR,2022-10-01,2023-09-30,175
140161,SAINT JAMES HOSPITAL,2022-10-01,2023-09-30,42
190118,DESOTO REGIONAL HEALTH SYSTEM,2022-10-01,2023-09-30,34
190202,OCHSNER MEDICAL CENTER - BATON ROUGE,2022-10-01,2023-09-30,171
220065,BAYSTATE NOBLE HOSPITAL,2022-10-01,2023-09-30,70
220095,HENRY HEYWOOD MEMORIAL HOSPITAL,2022-10-01,2023-09-30,114
220162,DANA-FARBER CANCER INSTITUTE,2022-10-01,2023-09-30,30
230105,MCLAREN NORTHERN MICHIGAN,2022-10-01,2023-09-30,175
230141,MCLAREN FLINT,2022-10-01,2023-09-30,283
230167,MCLAREN GREATER LANSING,2022-10-01,2023-09-30,193
230193,MCLAREN LAPEER REGION,2022-10-01,2023-09-30,92
230227,MCLAREN MACOMB,2022-10-01,2023-09-30,271
230297,KARMANOS CANCER HOSPITAL,2022-10-01,2023-09-30,102
250002,TISHOMINGO HEALTH SERVICES,2022-10-01,2023-09-30,48
251313,BAPTIST MEDICAL CENTER - YAZOO,2022-10-01,2023-09-30,25
450369,CHILDRESS REGIONAL MEDICAL CENTER,2022-10-01,2023-09-30,37
490023,FAUQUIER HOSPITAL,2022-11-01,2023-10-31,97
490111,WYTHE COUNTY COMMUNITY HOSPITAL,2022-11-01,2023-10-31,92
660001,COMMONWEALTH HEALTH CENTER,2022-10-01,2023-09-30,74
30148,NORTHWEST MEDICAL CENTER SAHUARITA,2022-10-01,2023-09-30,62
131305,STEELE MEMORIAL MEDICAL CENTER,2022-10-01,2023-09-30,18
170075,MERCY HOSPITAL  INC.,2022-10-01,2023-09-30,15
190054,IBERIA MEDICAL CENTER,2022-10-01,2023-09-30,133
190318,ACADIAN MEDICAL CENTER,2022-10-01,2023-09-30,49
220090,MILFORD REGIONAL MEDICAL CENTER  INC,2022-10-01,2023-09-30,148
231340,MCLAREN THUMB REGION,2022-10-01,2023-09-30,25
250019,MEMORIAL HOSPITAL AT GULFPORT,2022-10-01,2023-09-30,285
250020,WEBSTER HEALTH SERVICES,2022-10-01,2023-09-30,38
250050,OKTIBBEHA COUNTY HOSPITAL,2022-10-01,2023-09-30,88
250057,KINGS DAUGHTERS MEDICAL CENTER,2022-10-01,2023-09-30,22
250077,WAYNE GENERAL HOSPITAL,2022-10-01,2023-09-30,49
340116,FRYE REGIONAL MEDICAL CENTER,2022-10-01,2023-09-30,226
400113,HOSPITAL SAN CRISTOBAL,2022-10-01,2022-11-30,120
400113,HOSPITAL MENONITA PONCE,2022-12-01,2023-03-31,120
450578,HEMPHILL COUNTY HOSPITAL,2022-10-01,2023-08-17,15
450584,WILBARGER GENERAL HOSPITAL,2022-10-01,2023-09-30,28
450779,TEXAS HEALTH SOUTHWEST,2022-10-01,2023-09-30,243
450848,MEMORIAL HERMANN SUGARLAND,2022-10-01,2023-09-30,175
451358,MEMORIAL HOSPITAL-SEMINOLE,2022-10-01,2023-09-30,25
451390,DIMMIT REGIONAL HOSPITAL DISTRICT,2022-10-01,2023-09-30,25
453300,COOK CHILDRENS MEDICAL CENTER,2022-10-01,2023-09-30,447
524038,BELLIN PSYCHIATRIC CENTER  INC.,2022-10-01,2023-09-30,45
40156,BMH-CRITTENDEN,2022-10-01,2023-09-30,11
100130,LAKESIDE MEDICAL CENTER,2022-10-01,2023-09-30,70
190002,LAFAYETTE GENERAL MEDICAL CENTER,2022-10-01,2023-09-30,390
281364,BEATRICE COMMUNITY HOSPITAL,2022-10-01,2023-09-30,25
453313,EL PASO CHILDRENS HOSPITAL,2022-10-01,2023-09-30,122
104082,PALM POINT BEHAVIORAL HEALTHCARE,2022-11-01,2023-10-31,74
110075,EAST GEORGIA REGIONAL MEDICAL CENTER,2022-10-01,2023-09-30,142
130006,ST. LUKES REGIONAL MEDICAL CENTER,2022-10-01,2023-09-30,560
130014,WEST VALLEY MEDICAL CENTER,2022-10-01,2023-09-30,112
170012,SALINA REGIONAL HEALTH CENTER,2022-10-01,2023-09-30,177
250082,DELTA HEALTH-THE MEDICAL CENTER,2022-10-01,2023-09-30,101
260025,HANNIBAL REGIONAL HOSPITAL,2022-10-01,2023-09-30,86
281336,YORK GENERAL HOSPITAL INC,2022-10-01,2023-09-30,25
173028,VIA CHRISTI REHAB CENTER  INC,2022-10-01,2023-09-30,58
261311,PERRY COUNTY MEMORIAL HOSPITAL,2023-04-01,2023-09-30,25
341319,TRANSYLVANIA COMMUNITY HOSPITAL,2022-11-01,2023-10-31,25
341329,BLUE RIDGE REGIONAL HOSPITAL,2022-11-01,2023-10-31,25
10150,REGIONAL MEDICAL CTR OF CENTRAL AL,2022-10-01,2023-09-30,44
14015,BEACON CHILDRENS HOSPITAL,2023-01-01,2023-12-31,
41323,ASHLEY COUNTY MEDICAL CENTER,2022-10-01,2023-09-30,25
140184,HEARTLAND REGIONAL MEDICAL CENTER,2023-01-14,2023-09-30,94
150082,DEACONESS HOSPITAL,2022-10-01,2023-09-30,545
153030,REHABILITATION HOSPITAL OF FT WAYNE,2022-10-01,2023-09-30,36
170014,ADVENTHEALTH OTTAWA,2022-10-01,2023-09-30,36
171358,LINDSBORG COMMUNITY HOSPITAL,2022-10-01,2023-09-30,14
220019,HARRINGTON MEMORIAL HOSPITAL,2022-10-01,2023-09-30,129
220024,HOLYOKE MEDICAL CENTER,2022-10-01,2023-09-30,201
220062,ADCARE HOSPITAL OF WORCESTER,2022-10-01,2023-09-30,114
220101,NEWTON WELLESLEY HOSPITAL,2022-10-01,2023-09-30,216
230207,MCLAREN OAKLAND,2022-10-01,2023-09-30,109
260094,COX MEDICAL CENTER BRANSON,2022-10-01,2023-09-30,144
341326,MH ANGEL MEDICAL CENTER LLLP,2022-11-01,2023-10-31,30
361309,HENRY COUNTY HOSPITAL (CAH),2022-11-01,2023-10-31,25
420010,CAROLINA PINES REGIONAL MEDICAL CENT,2022-10-01,2023-09-30,112
420043,CHEROKEE MEDICAL CENTER,2022-10-01,2023-09-30,24
460042,LAKEVIEW HOSPITAL,2022-10-01,2023-09-30,64
10083,SOUTH BALDWIN REGIONAL MEDICAL CENTE,2022-10-01,2023-09-30,108
10090,PROVIDENCE HOSPITAL,2023-07-01,2023-09-30,349
30114,NORTHWEST MEDICAL CENTER ORO VALLEY,2022-10-01,2023-09-30,78
40118,NEA BAPTIST MEMORIAL HOSPITAL,2022-10-01,2023-09-30,180
40134,ARKANSAS HEART HOSPITAL,2022-10-01,2023-09-30,112
100047,BAYFRONT HEALTH PUNTA GORDA,2022-10-01,2023-09-30,81
100211,ADVENTHEALTH DADE CITY,2022-10-01,2023-09-30,75
101312,FISHERMENS HOSPITAL,2022-10-01,2023-09-30,8
140012,KATHERINE SHAW BETHEA HOSPITAL,2023-01-01,2023-12-31,80
140067,SAINT FRANCIS MEDICAL CENTER,2022-10-01,2023-09-30,642
140162,ST. JOSEPH MEDICAL CENTER,2022-10-01,2023-09-30,124
140233,SAINT ANTHONY MEDICAL CENTER,2022-10-01,2023-09-30,230
140294,CROSSROADS COMMUNITY HOSPITAL,2023-01-14,2023-09-30,47
150075,BLUFFTON REGIONAL MEDICAL CENTER,2022-10-01,2023-09-30,45
170027,PRATT REGIONAL MEDICAL CENTER,2022-10-01,2023-09-30,35
170074,STORMONT VAIL - FLINT HILLS,2023-01-01,2023-09-30,43
170122,VIA CHRISTI HOSPITAL WICHITA,2022-10-01,2023-09-30,641
220077,BAYSTATE MEDICAL CENTER,2022-10-01,2023-09-30,740
220105,WINCHESTER HOSPITAL,2022-10-01,2023-09-30,182
250025,MONROE HEALTH SERVICES  INC.,2022-10-01,2023-09-30,95
250138,RIVER OAKS HOSPITAL,2022-10-01,2023-09-30,158
260040,COXHEALTH,2022-10-01,2023-09-30,792
370014,ALLIANCEHEALTH DURANT,2022-10-01,2023-09-30,105
10120,MONROE COUNTY HOSPITAL,2022-10-01,2023-09-30,46
100150,LOWER KEYS MEDICAL CENTER,2022-10-01,2023-09-30,99
170086,STORMONT-VAIL REGIONAL HEALTH CENTER,2022-10-01,2023-09-30,442
170208,ADVENTHEALTH SOUTH OVERLAND PARK,2022-10-01,2023-09-30,41
250007,BILOXI REGIONAL MEDICAL CENTER,2022-10-01,2023-09-30,121
261322,EXCELSIOR SPRINGS HOSPITAL,2022-10-01,2023-09-30,25
330245,ST. ELIZABETH MEDICAL CENTER,2023-01-01,2023-10-29,177
429801,PRISMA HEALTH UPSTATE,2022-10-01,2023-09-30,
50254,MARSHALL HOSPITAL,2022-11-01,2023-10-31,111
50382,EMANATE HEALTH MEDICAL CENTER,2023-01-01,2023-12-31,481
112016,REGENCY HOSPITAL OF MACON  LLC,2022-11-01,2023-10-31,60
140304,UCM ADVENTHEALTH BOLINGBROOK,2023-01-01,2023-12-31,110
171349,CLOUD COUNTY HEALTH CENTER,2022-10-01,2023-09-30,15
171356,ST. LUKE HOSPITAL,2022-10-01,2023-09-30,10
191316,POINTE COUPEE GENERAL HOSPITAL,2022-11-01,2023-10-31,23
204006,ACADIA HOSPITAL,2022-10-01,2023-09-30,68
221302,FAIRVIEW HOSPITAL,2022-10-01,2023-09-30,24
231337,ST. FRANCIS HOSPITAL,2022-10-01,2023-09-30,25
261325,COX BARTON COUNTY HOSPITAL,2022-10-01,2023-09-30,25
371320,CLEVELAND AREA HOSPITAL,2023-01-01,2023-12-31,14
442016,SSH - TRI-CITIES  INC.,2022-11-01,2023-10-31,35
31309,SAGE MEMORIAL HOSPITAL,2022-10-01,2023-09-30,25
94001,ST. ELIZABETHS HOSPITAL,2022-10-01,2023-09-30,292
100156,HCA FLORIDA LAKE CITY HOSPITAL,2022-11-01,2023-10-31,113
140292,UCM ADVENTHEALTH GLENOAKS,2023-01-01,2023-12-31,122
250042,DELTA HEALTH-NORTHWEST REGIONAL,2022-10-01,2023-09-30,181
281320,MEMORIAL COMMUNITY HEALTH  INC.,2022-10-01,2023-09-30,14
340132,MARIA PARHAM MEDICAL CENTER,2022-11-01,2023-10-31,111
340133,MARTIN GENERAL HOSPITAL,2023-05-01,2023-08-02,43
450083,UT HEALTH EAST TEXAS TYLER,2022-11-01,2023-10-31,352
450686,UNIVERSITY MEDICAL CENTER,2023-01-01,2023-12-31,422
10061,HIGHLANDS MEDICAL CENTER,2022-11-01,2023-10-31,45
40022,NORTHWEST MEDICAL CENTER,2022-11-01,2023-10-31,321
62011,CRAIG HOSPITAL,2022-10-01,2023-09-30,93
171381,MEMORIAL HOSPITAL - ABILENE,2022-10-01,2023-09-30,21
180115,ROCKCASTLE HOSPT. & RESPIR CARE CTR,2022-11-01,2023-10-31,30
191300,ST. HELENA PARISH HOSPITAL,2022-11-01,2023-10-31,25
262013,SSH - ST LOUIS INC.,2022-11-01,2023-10-31,71
312019,SSH - NORTHEAST NEW JERSEY  INC.,2022-11-01,2023-10-31,62
370097,SOUTHWESTERN MEDICAL CENTER,2022-11-01,2023-10-31,126
450194,UT HEALTH EAST TEXAS JACKSONVILLE,2022-11-01,2023-10-31,38
450713,SOUTH AUSTIN MEDICAL CENTER,2022-11-01,2023-10-31,344
520088,ST. AGNES HOSPITAL,2023-01-01,2023-12-31,79
522006,SSH - MILWAUKEE,2022-11-01,2023-10-31,63
673080,REUNION REHABILITATION HOSPITAL PLAN,2023-05-25,2023-07-31,48
60096,VAIL VALLEY MEDICAL CENTER,2022-11-01,2023-10-31,54
190167,MERCY REGIONAL MEDICAL CENTER,2022-10-01,2023-09-30,27
220016,BAYSTATE FRANKLIN MEDICAL CENTER,2022-10-01,2023-09-30,89
453317,COOK CHILDREN CARE,2023-02-28,2023-09-30,
100106,DOCTORS MEMORIAL,2023-06-01,2023-10-31,48
140015,BLESSING HOSPITAL,2022-10-01,2023-09-30,309
140114,SWEDISH COVENANT HEALTH,2023-01-01,2023-12-31,172
503300,SEATTLE CHILDRENS HOSPITAL,2022-10-01,2023-09-30,370
100028,PARRISH MEDICAL CENTER,2022-10-01,2023-09-30,208
191306,WEST FELICIANA PARISH HOSPITAL,2022-11-01,2023-10-31,25
450698,LAMB HEALTHCARE CENTER,2022-10-01,2023-09-30,42
490060,CLINCH VALLEY MEDICAL CENTER,2022-12-01,2023-11-30,151
43034,SOUTHEAST REHAB LLC,2022-11-01,2023-10-31,10
450451,GLEN ROSE MEDICAL CENTER,2022-10-01,2023-09-30,16
501307,ODESSA MEMORIAL HOSPITAL,2023-01-01,2023-12-31,25
510022,CHARLESTON AREA MEDICAL CENTER  INC.,2023-01-01,2023-12-31,803
171359,GREELEY COUNTY HEALTH SERVICES,2023-01-01,2023-12-31,25
74016,MASONICARE HEALTH CARE,2023-07-10,2023-09-30,
250012,ALLIANCE HEALTHCARE SYSTEM,2023-01-01,2023-03-15,20
462003,WESTERN PEAKS SPECIALTY HOSPITAL,2023-01-01,2023-12-31,59
372023,MUSCOGEE CREEK NATION LONG TERM CARE,2022-10-01,2023-09-30,16
70038,THE CONNECTICUT HOSPICE  INC.,2022-10-01,2023-09-30,3
114008,COASTAL HARBOR TREATMENT CENTER,2023-01-01,2023-12-31,94
150109,FRANCISCAN HEALTH LAFAYETTE,2023-01-01,2023-12-31,177
150162,FRANCISCAN HEALTH INDIANAPOLIS,2023-01-01,2023-12-31,410
261327,RAY COUNTY MEMORIAL HOSPITAL,2022-11-01,2023-10-31,25
281362,PHELPS MEMORIAL HEALTH CENTER,2023-01-01,2023-12-31,25
362032,AULTMAN SPECIALTY HOSPITAL,2022-10-01,2023-09-30,30
370039,HILLCREST HOSPITAL CLAREMORE,2022-11-01,2023-10-31,41
370222,MCBRIDE CLINIC ORTHOPEDIC HOSPITAL,2023-01-01,2023-12-31,68
41306,IZARD REGIONAL HOSPITAL,2023-01-01,2023-12-31,25
140124,JOHN H. STROGER JR. HOSP OF COOK CTY,2022-12-01,2023-11-30,429
140300,PROVIDENT HOSPITAL,2022-12-01,2023-11-30,31
230277,HURON VALLEY-SINAI HOSPITAL,2022-11-01,2023-10-31,145
294014,SANA BEHAVIORAL HEALTH LAS VEGAS,2023-01-01,2023-07-30,19
233027,REHABILITATION INSTITUTE OF MICHIGAN,2022-11-01,2023-10-31,67
400010,CASTANER HOSPITAL,2022-10-01,2023-09-30,
670780,FALLS COMMUNITY HOSPITAL AND CLINIC,2023-02-08,2023-08-31,
670782,ST. MARKS MEDICAL CENTER,2023-02-24,2023-10-11,
171376,HOSPITAL DISTRICT #1 CRAWFORD COUNTY,2023-01-01,2023-12-31,23
194107,BATON ROUGE BEHAVIORAL HOSPITAL,2022-10-01,2023-09-30,47
250172,HIGHLAND HILLS MEDICAL CENTER,2023-05-01,2023-09-30,15
451318,STONEWALL MEMORIAL HOSPITAL,2022-10-01,2023-09-30,20
252014,NORTH MISSISSIPPI SPECIALTY HOSPITAL,2022-10-01,2023-09-30,31
310091,SALEM MEDICAL CENTER,2023-01-01,2023-09-30,113
454060,LAUREL RIDGE HOSPITAL,2023-01-01,2023-12-31,288
104078,SUNCOAST BEHAVIORAL HEALTH CENTER,2022-11-01,2023-10-31,40
131301,BOUNDARY COMMUNITY HOSPITAL,2023-01-01,2023-12-31,20
131314,SHOSHONE MEDICAL CENTER,2022-12-01,2023-11-30,25
194105,APOLLO BEHAVIORAL HEALTH HOSPITAL,2023-01-01,2023-12-31,24
440239,SSH WEST TENNESSEE,2023-06-27,2024-01-31,50
193099,OCHSNER REHABILITATION HOSPITAL,2023-01-01,2023-12-31,56
501308,COULEE MEDICAL CENTER,2023-01-01,2023-12-31,25
140019,HSHS GOOD SHEPHERD HOSPITAL,2023-07-01,2023-08-17,30
451375,LIBERTY-DAYTON REGIONAL MEDICAL CENT,2022-10-01,2023-09-30,25
521352,UPLAND HILLS HEALTH,2022-10-01,2023-09-30,25
32001,SSH - PHOENIX,2022-12-01,2023-11-30,48
50324,SCRIPPS MEMORIAL HOSPITAL - LA JOLLA,2022-10-01,2023-09-30,405
60054,COMMUNITY HOSPITAL,2023-01-01,2023-12-31,44
144029,THE PAVILION FOUNDATION,2023-01-01,2023-12-31,84
180009,KINGS DAUGHTERS MEDICAL CENTER,2022-10-01,2023-09-30,367
252013,ALLEGIANCE SPECIALTY HOSPITAL OF GRE,2022-11-01,2023-10-31,39
370099,HILLCREST HOSPITAL CUSHING,2022-12-01,2023-11-30,24
430090,SIOUX FALLS SPECIALTY HOSPITAL,2023-01-01,2023-12-31,33
450498,STEPHENS MEMORIAL HOSPITAL,2022-10-01,2023-09-30,40
111335,LIBERTY REGIONAL MEDICAL CENTER,2022-12-01,2023-11-30,25
343025,CAREPARTNERS REHAB HOSPITAL,2022-12-01,2023-11-30,70
362027,SSH - AKRON  LLC,2022-12-01,2023-11-30,60
370002,ALLIANCEHEALTH WOODWARD,2023-06-01,2023-10-31,40
370006,PONCA CITY MEDICAL CENTER,2023-06-01,2023-10-31,47
420051,MCLEOD REGIONAL MEDICAL CENTER,2022-10-01,2023-09-30,524
420105,MCLEOD LORIS SEACOAST HOSPITAL,2022-10-01,2023-09-30,155
420107,MCLEOD HEALTH CHERAW,2022-10-01,2023-09-30,46
440175,SOUTHERN TN LAWRENCEBURG HOSPITAL,2022-12-01,2023-11-30,89
442014,SSH -MEMPHIS  INC,2022-12-01,2023-11-30,39
452105,BAYLOR SCOTT & WHITE CONTINUING CARE,2023-01-01,2023-12-31,25
50030,OROVILLE HOSPITAL,2022-12-01,2023-11-30,153
102023,SSH - PALM BEACH  LLC,2022-12-01,2023-11-30,60
102030,SSH - DAYTONA BEACH,2022-12-01,2023-11-30,34
180019,MEADOWVIEW REGIONAL MEDICAL CENTER,2022-12-01,2023-11-30,100
370183,HILLCREST HOSPITAL HENRYETTA,2022-12-01,2023-11-30,15
400021,HOSPITAL DE LA CONCEPCION,2023-01-01,2023-12-31,167
450271,DECATUR COMMUNITY HOSPITAL,2023-01-01,2023-11-30,81
451374,SCOTT AND WHITE HOSPITAL TAYLOR,2023-01-01,2023-12-31,25
